Rooms,Footage,Rent,address,title,description,street,city,canton,Address_Latitude,Address_Longitude,City_Latitude,City_Longitude,Distance_to_City_Center(km)
4.0,120,2110,"Pestalozzistrasse 24, 4132 Muttenz, BL",«Luftige 4-Zimmer-Dachwohnung im 2.OG (Alterswohnung ab 50+)»,,Pestalozzistrasse 24,4132 Muttenz,BL,47.5330182,7.63199955,47.525113,7.6477401,1.4728705983687214
4.5,109,2950,"Binningerstrasse 20, 4123 Allschwil, BL",«Moderne 4.5-Zimmerwohnung im Gartensitzplatz und Wintergarten»,,Binningerstrasse 20,4123 Allschwil,BL,47.55085475,7.540455117307406,47.5510799,7.5365611,0.2933134656452374
3.5,89,1580,"Melchior Berri-Strasse 16, 4142 Münchenstein, BL",«Nähe Zollweiden»,"Per 16. Juni 2023 vermieten wir diese gemütliche 3.5-Zimmerwohnung mit folgendem Ausbau: - Einbauschränke im Flur- Geschlossene Küche mit Geschirrspülmaschine, Kochherd, Backofen und Kühlschrank / Tiefkühler, Réduit en Suite- Heller Wohn-/Essbereich mit Parkettboden- Zwei sonnige Balkone- Gut geschittene Schlafzimmer (das grosse Schlafzimmer verfügt über einen direkten Zugang zum Balkon)- Badezimmer mit Badewanne- Eigenes Kellerabteil- Lift, Waschküche/Trockenraum und Velokeller zur gemeinsamen NutzungDie Liegenschaft befindet sich an guter Lag",Melchior Berri-Strasse 16,4142 Münchenstein,BL,47.5230427,7.6208507,47.5187909,7.6174515,0.5372839256342639
4.5,98,1550,"Reckholderstrasse 4, 4222 Zwingen, BL",«Strengenfeldweg / Grienweg / Reckholderstr.»,"Mietzins geschenkt im GeburtstagsmonatProfitieren Sie vom einmaligen Angebot und Wohnen Sie während den ersten zwei Jahren jeweils mietzinsfrei im Geburtstagsmonat des Hauptmieters.Helle und gut möblierbare RäumeKüche mit Glaskeramikherd, Geschirrspüler, Backofen, Dampfabzug, Kühl- und GefrierschrankBadezimmer mit Badewanne sowie separates Badezimmer mit DuscheBodenbelag Parkett, Küche, Nasszellen und Eingangsbereich mit PlattenbodenGrosszügiger Balkon zum verweilenDienstleister des täglichen Bedarfs und Busstation in kurzer Gehdistanz erreichb",Reckholderstrasse 4,4222 Zwingen,BL,47.4386741,7.5391986,47.4377543,7.5280899,0.8417284829128613
3.0,82,1730,"Kilchmattstrasse 98, 4132 Muttenz, BL",«Gemütliches wohnen»,"Wir vermieten per 01. Juli 2023 diese 3-Zimmerwohnung mit folgendem Ausbau:- Eingangsbereich mit Wandschrank- Helle Küche mit angrenzendem Ess-/Wohnbereich- Zwei grosse Balkon (mit Verglasung), ein Balkon ist vom Schlafzimmer zugänglich- Zwei gut geschnittene und grosse Schlafräume- Badezimmer mit Badewanne und Fenster- Eigenes Kellerabteil- Veloraum und Waschküche zur Mitbenutzung- Lift vorhandenAuf Wunsch kann ein Einstellplatz für CHF 120.-/monatlich dazu gemietet werden.Bitte beachten Sie, dass es sich um Beispielbilder handelt, welche ledi",Kilchmattstrasse 98,4132 Muttenz,BL,47.5262208,7.6597055,47.525113,7.6477401,0.90683298020659
3.5,88,1910,"Im Reinacherhof 191 -199, 4153 Reinach BL, BL",«Wohnerlebnis auf zwei Etagen»,"Per 16.05.2023 vermieten wir diese schöne 3.5-Zimmer-Maisonettewohnung in Reinach.Die Wohnung bietet Ihnen folgende Annehmlichkeiten:Wohn- und Schlafzimmer mit ParkettbodenKüche und Nasszellen mit hellem, pflegeleichtem PlattenbodenKüche mit Glaskeramikherd, Backofen, Geschirrspüler und Stauraum für Ihre KüchenutensilienBadezimmer mit WC, Lavabo, Spiegelschrank und BadewanneSeparates Gästebad mit WC, Lavabo und SpiegelGemütlicher Balkon zum VerweilenWaschküche und Trockenraum zur MitbenutzungLift vorhandenDie Haustierhaltung ist in dieser Liege",Im Reinacherhof 191 -199,4153 Reinach BL,BL,47.5110752,7.6034985,47.4935369,7.5910891,2.161509532510137
3.5,95,2500,"Bienenstrasse 65, 4104 Oberwil BL, BL",«Aussicht ins wunderschöne Leimental»,Per 1. April 2023 oder nach Vereinbarung vermieten wir diese totalsanierte Terrassenwohnung.Die Terrassenwohnung mit Einfamilienhauscharakter verfügt über nachfolgenden Ausbaustandard: moderne Küche mit Geschirrspüler und Induktionskochfeld mit integriertem Bora DampfabzugDusche/WCBad/WCgrosser EingangsbereichRéduit mit eigener Waschmaschine/Tumblergrosse Terrasse mit gedecktem Sitzplatz sowie Pflanzenbeeten (Urban Gardening) und AusblickDie Wohnung verfügt über eine eigene Heizung.Bei Bedarf können Autoeinstellplätze für CHF 130.00/Monat dazu,Bienenstrasse 65,4104 Oberwil BL,BL,47.5193839,7.5591359,47.5136942,7.5527853,0.7922874429422632
4.5,103,2000,"Landskronweg 23, 4107 Ettingen, BL",«Platz für die ganze Familie!»,"Die Überbauung am Landskronweg bietet für jeden Geschmack und Anspruch die richtige Wohnung. Hier in Ettingen wohnen Sie im Grünen und profitieren dennoch von den Vorzügen einer guten Infrastruktur und zentralen Lage.Wie vermieten per 16.05.2023 oder nach Vereinbarung folgende attraktive 4½-Zimmer-Wohnung mit folgenden Vorzügen:- Moderne Küche mit Geschirrspüler, Glaskeramik Kochfeld- Küche mit Bodenplatten aus Keramik- Wohnbereich mit Klötzli-Parkett- Bad/WC mit Badewanne- Loggia mit Faltschiebeverglasung- Wasch- und Trockenräume im Sockelgesc",Landskronweg 23,4107 Ettingen,BL,47.484469700000005,7.543246050000002,47.4816164,7.5441378,0.32427213632665075
4.5,127,2600,"Untere Hofackerstrasse 16, 4414 Füllinsdorf, BL",«Einfamilienhaus mit sonnigen Aussichten für Paare oder Familien»,,Untere Hofackerstrasse 16,4414 Füllinsdorf,BL,47.504346,7.7318328,47.5056654,7.7299597,0.2032730148184962
3.5,94,2450,"Loogstrasse 34, 4142 Münchenstein, BL","«Nähe Gartenstadt, Münchenstein - Moderne 3 1/2-Zimmer-Wohnung im 3.OG»",,Loogstrasse 34,4142 Münchenstein,BL,47.5221092,7.611198599999994,47.5187909,7.6174515,0.5971773385081045
4.5,89,1950,"Fasanenstr. 7, 4153 Reinach BL, BL","«Wohnkomfort, der kaum Wünsche offen lässt»",,Fasanenstr. 7,4153 Reinach BL,BL,47.4982873,7.6004214,47.4935369,7.5910891,0.8778283152331083
3.0,80,1450,"Schützenweg 15, 4242 Laufen, BL",«Grosszügige Wohnung in ruhiger Umgebung»,"Wir vermieten diese Wohnung mit folgendem Ausbaustandard: Grosszügiger Eingangsbereich mit eingebauter Garderobe2 Schlafzimmer mit Parkettbodenoffenes Wohnzimmer mit Zugang zum Balkonkleine Nische, die hervorragend als Essbereich dientKüche mit GeschirrwaschmaschineBadezimmer mit BadewanneBalkon mit Blick ins GrüneParkplätze können mitbenutzt werdenein eigener Estrichein Kellerabteil gehört zur Wohnung dazuDie Liegenschaft verfügt über keinen Lift. Gleich bei der Liegenschaft hat es einen schönen Garten, welcher zum verweilen einlädt. Haben wir",Schützenweg 15,4242 Laufen,BL,47.4181992,7.4971201,47.4224096,7.5020019,0.5950532279187862
3.5,65,1581,"Burgfeldermattweg 15, 4123 Allschwil, BL",«Besichtigen - Einziehen - Wohlfühlen»,"Per sofort oder nach Vereinbarung vermieten wir diese 3.5-Zimmerwohnung.Die Wohnung bietet folgende Ausstattung:Wohn-, Schlaf- und Kinderzimmer mit ParkettbodenKüche, Nasszellen und Korridor mit dunklem PlattenbodenOffene Küche mit Glaskeramikherd, Geschirrspüler, Backofen und viel Stauraum für Ihre KüchenutensilienBadezimmer mit WC, Lavabo, Spiegelschrank, Badewanne und TageslichtGemütlicher Gartensitzplatz zum VerweilenEigenes KellerabteilWaschküche und Trockenraum zur MitbenutzungLift vorhandenDie Haustierhaltung ist in dieser Liegenschaft e",Burgfeldermattweg 15,4123 Allschwil,BL,47.55408255,7.539551707883319,47.5510799,7.5365611,0.40230210602461147
1.5,33,1250,"Burggartenstrasse, 10, 4133 Pratteln, BL",«Moderne und helle Wohnung 2min. vom Bahnhof Pratteln»,"Moderne und helle 1.5 Zimmerwohnung per 1. Juni 2023 oder nach Vereinbarung zu vermieten. Die Wohnung verfügt über einen hochwertigen Parkettboden (Eiche) im Zimmer und pflegeleichte Fliesenböden im Bad, siehe Beispielbilder. Die moderne Küche hat einen grossen Kühlschrank, Keramik-Kochfeld, Backofen, Geschirrspüler und Dampfabzug.Im Bad befindet sich eine Kombi Waschmaschine mit Trocknerfunktion. Der Bahnhof Pratteln, mit diversen Verbindungen nach Basel oder auch Zürich, befindet sich 150 Meter von der Liegenschaft und die Tramhaltestelle Sch",Burggartenstrasse,10,"4133 Pratteln, BL",47.520482,7.693448,48.3201921,4.1905396615047525,275.73255729180653
3.5,102,2490,"Margrethenstr. 4, 4103 Bottmingen, BL",«Top Lage und Einstellhalle mit E-Ladestation»,,Margrethenstr. 4,4103 Bottmingen,BL,47.5265163,7.573958879678482,47.5234501,7.5748727,0.34778180788202756
3.5,75,1390,"Bruggmattweg 17, 4242 Laufen, BL",«Gemütliche und Helle Wohnung zu vermieten»,,Bruggmattweg 17,4242 Laufen,BL,47.4162188,7.4984906,47.4224096,7.5020019,0.7373375363591872
3.0,66,1341,"Prattlerstr. 10, 4402 Frenkendorf, BL",«MIETEN OHNE KAUTION - Wohnen in ruhiger Lage»,"Wir vermieten per sofort oder nach Vereinbarung diese gemütliche Wohnung mit folgendem Ausbaustandard:- Alle Zimmer mit Parkett- Küche mit GWM - Helle Räume- Balkon- Ruhige Lage- Nähe Zentrum Frenkendorf (Bus, Bahn)In der Umgebung befinden sich diverse Einkaufsmöglichkeiten, die Poststelle und die Bushaltestelle ""Dorfplatz"" sind in Gehdistanz zu erreichen.Beachten Sie bitte, dass die Bilder eine vergleichbare Wohnung in der Überbauung zeigt und Abweichungen möglich sind. Wir freuen uns auf Ihre Anfrage.",Prattlerstr. 10,4402 Frenkendorf,BL,47.5036423,7.7129656,47.5028543,7.7138283,0.10898207468387061
3.0,69,1335,"Wuhrweg 34, 4450 Sissach, BL",«Gemütliche 3-Z'Dachwohnung an ruhiger Lage»,,Wuhrweg 34,4450 Sissach,BL,47.4677296,7.80689,47.4634767,7.8125639,0.6368283498034433
3.0,63,1400,"Emil Frey Strasse 170, 4142 Münchenstein, BL",«Nähe Gartenstadt - gemütliche 3-Zimmerwohnung in Münchenstein»,,Emil Frey Strasse 170,4142 Münchenstein,BL,47.5205398,7.607355,47.5187909,7.6174515,0.7827297918209702
1.5,55,1440,"Bahnhofstrasse 17, 4106 Therwil, BL",«Wohnen Sie einmalig mit dieser grosszügigen Dachterrasse!»,,Bahnhofstrasse 17,4106 Therwil,BL,47.4994801,7.55619780508003,47.4992969,7.5574673,0.09751973820676352
2.5,92,2430,"Allmendgasse 1, 4148 Pfeffingen, BL",«Liegenschaft Blume in Pfeffingen»,,Allmendgasse 1,4148 Pfeffingen,BL,47.4593393,7.5878741,47.4579858,7.589006,0.17289470560069062
3.5,116,2880,"Allmendgasse 1, 4148 Pfeffingen, BL",«Liegenschaft Blume in Pfeffingen»,,Allmendgasse 1,4148 Pfeffingen,BL,47.4593393,7.5878741,47.4579858,7.589006,0.17289470560069062
3.5,107,2780,"Allmendgasse 1, 4148 Pfeffingen, BL",«Liegenschaft Blume in Pfeffingen»,,Allmendgasse 1,4148 Pfeffingen,BL,47.4593393,7.5878741,47.4579858,7.589006,0.17289470560069062
3.5,99,2630,"Allmendgasse 1, 4148 Pfeffingen, BL",«Liegenschaft Blume in Pfeffingen»,,Allmendgasse 1,4148 Pfeffingen,BL,47.4593393,7.5878741,47.4579858,7.589006,0.17289470560069062
3.5,114,2930,"Allmendgasse 1, 4148 Pfeffingen, BL",«Liegenschaft Blume in Pfeffingen»,,Allmendgasse 1,4148 Pfeffingen,BL,47.4593393,7.5878741,47.4579858,7.589006,0.17289470560069062
5.5,122,2195,"Reckholderstrasse 46, 4222 Zwingen, BL","«Grosszügige, helle und ruhige Dachwohnung»",,Reckholderstrasse 46,4222 Zwingen,BL,47.4386741,7.5391986,47.4377543,7.5280899,0.8417284829128613
1.5,57,1080,"Therwilerstrasse 2, 4105 Biel-Benken BL, BL",«Schöne 1.5-Zimmer-Dachwohnung sucht Nachmieter»,,Therwilerstrasse 2,4105 Biel-Benken BL,BL,47.50305405,7.519310525939332,47.50760590322581,7.523032180645162,0.5782120839242806
4.0,93,1990,"4106 Therwil, BL","«RUHIG, NÄHE DORFKERN»","Die hellen Zimmer, die neue Küche und die 2 Nasszellen sind nur einige der Highlights. Weiter besticht die Wohnung mit dem grossen Wohnbereich, der schönen Terrasse und der Garage, die optional dazu gemietet werden kann. Dieses BETTERHOMES-Angebot zeichnet sich durch folgende Vorteile aus:-neue Küche-helle Zimmer-grosser Wohnbereich-2 Nasszellen-Garage zzgl. CHF 130.--und, und, und...Interessiert? Kontaktieren Sie uns für eine unverbindliche Besichtigung!Nichts Passendes gefunden? Über 2'200 weitere Angebote unter: www.betterhomes.ch - der Immo",,4106 Therwil,BL,47.499296302256944,7.5569309435329854,47.4992969,7.5574673,0.04029287434174473
3.5,76,1690,"Fluhblick 13, 4452 Itingen, BL",«Helle 3.5-Zimmerwohnung 76m2 zu vermieten»,,Fluhblick 13,4452 Itingen,BL,47.4664425,7.7914162,47.4665362,7.7877841,0.27322419057230557
2.0,51,1150,"Langrüttiweg 8, 4153 Reinach BL, BL",«2-Zimmerwohnung im Dachgeschoss»,,Langrüttiweg 8,4153 Reinach BL,BL,47.50860495,7.595287084930192,47.4935369,7.5910891,1.7049100236288883
4.0,91,1995,"Oberwilerstrasse 23, 4102 Binningen, BL",«In Binningen an zentraler Lage»,,Oberwilerstrasse 23,4102 Binningen,BL,47.5351365,7.5714953,47.53656,7.570077,0.19076415141556397
4.0,88,1840,"Blütenweg 4, 4102 Binningen, BL",«Wohnen im Grünen von Binningen»,,Blütenweg 4,4102 Binningen,BL,47.5399739,7.556863323530969,47.53656,7.570077,1.0620740931567538
5.0,130,1400,"Hauptstrasse 33, 4437 Waldenburg, BL",«Wohnen an zentraler Lage mit Ausblick ins Grüne und fixen Nebenkosten»,,Hauptstrasse 33,4437 Waldenburg,BL,47.3855811,7.7491153,47.3840813,7.748757,0.1689377066258157
3.5,88,1470,"Martinshübel 10, 4431 Bennwil, BL",«Schöne heimelige Wohnung auf dem Lande»,,Martinshübel 10,4431 Bennwil,BL,47.4029244,7.7805259,47.4041393,7.7801695,0.1377278454309172
3.5,135,2400,"4422 Arisdorf, BL","«HOHER AUSBAUSTANDARD, MIT EIGENEM GARTEN»","Diese helle, modern ausgestattete Wohnung mit Gartensitzplatz und kleinem Garten befindet sich in ruhigem Einfamilienhausquartier. Die Zimmer sind hell und grosszügig. Vom Wohn-/Essbereich aus hat man einen sehr schönen Blick in den eigenen Garten. Hoher Ausbaustandard, keramische Bodenplatten in den Badezimmern, hochwertiges Eichenparkett im Eingangsbereich, in den Zimmern und im Wohn-/Essbereich, Fussbodenheizung in allen Räumen.Dieses BETTERHOMES-Angebot zeichnet sich durch folgende Vorteile aus:- Carport und Abstellplatz im Mietpreis enthal",,4422 Arisdorf,BL,47.50930906875,7.7666128375,47.5123916,7.7654983,0.35283552525507295
4.5,104,1715,"In den Gärten 2, 4304 Giebenach, BL",«Grosse 4.5-Zimmerwohnung mit Blick ins Grüne»,,In den Gärten 2,4304 Giebenach,BL,47.5237053,7.7476654,47.523792,7.7453139,0.17683293024124347
3.5,76,1950,"4102 Binningen, BL","«SEHR GUT GESCHNITTEN, MIT LIFT UND WASCHMASCHINE»","Diese schöne und sehr gepflegte 3.5-Zimmer-Wohnung bietet viele Vorteile und ist zu einem äusserst fairen Preis-Leistungs-Verhältnis zu mieten. Sie kann mit ihrer Helligkeit und der sehr guten Raumaufteilung punkten. Die Wohnung ist für alle Altersgruppen, junge Singles, Paare, aber auch ältere Menschen bestens geeignet.Dieses BETTERHOMES-Angebot zeichnet sich durch folgende Vorteile aus:- eigene Waschmaschine in der Wohnung- Balkon- grosses Wohnzimmer - Garderobe ist schon vorhanden- mit Lift - perfekt und ruhig gelegen- Badezimmer mit Fenster",,4102 Binningen,BL,47.539698195734594,7.571467453080569,47.53656,7.570077,0.36422778742553663
2.0,62,1379,"Hauptstr. 7, 4102 Binningen, BL",«***2'ZWG**62m**Zentrale Lage***»,,Hauptstr. 7,4102 Binningen,BL,47.5438093,7.5754496,47.53656,7.570077,0.9013426165140469
4.5,126,1900,"4415 Lausen, BL",«MIT GALERIE UND CHEMINÉE»,"Die Galerie mit Blick ins Wohnzimmer und das Cheminée, das in der Übergangszeit auch zum Heizen gebraucht werden kann, sind nur einige der Highlights dieser Dachwohnung. Weiter besticht sie durch den eigenen Gartensitzplatz und den Parkplatz. Lassen Sie sich einen Besichtigungstermin geben.Dieses BETTERHOMES-Angebot zeichnet sich durch folgende Vorteile aus:- Galerie- Cheminée- Gartensitzplatz zur alleinigen Benutzung- Parkplatz zzgl. CHF 80.-/Monat- Estrich- und, und, und ...Interessiert? Kontaktieren Sie uns für eine unverbindliche Besichtigu",,4415 Lausen,BL,47.47532877808219,7.758658101369864,47.4736459,7.7591139,0.19023738090919992
4.0,106,2360,"Maiengasse 13, 4123 Allschwil, BL",«Dachwohnung mit über 100m2 grosser Terrasse»,,Maiengasse 13,4123 Allschwil,BL,47.55419795,7.547705049999999,47.5510799,7.5365611,0.9053381646162623
3.5,95,2090,"Nunningerstrasse 9, 4203 Grellingen, BL","«Komfort, Platz und Lebensqualität""»",,Nunningerstrasse 9,4203 Grellingen,BL,47.440379,7.5915278,47.4411563,7.5876358,0.30519970705809985
3.0,103,1895,"Baselmattweg 34, 4123 Allschwil, BL",«Schöne 3-Zimmer-Maisonette-Dachwohnung in Allschwil»,,Baselmattweg 34,4123 Allschwil,BL,47.553584,7.5464804,47.5510799,7.5365611,0.7947872175173026
3.5,67,1600,"Reinacherstrasse 41, 4142 Münchenstein, BL","«Renovierte, attraktive 3.5 Zimmerwohnung an zentraler Lage zu vermieten»",,Reinacherstrasse 41,4142 Münchenstein,BL,47.521155,7.6030406,47.5187909,7.6174515,1.1136374758630379
2.5,84,1750,"Melchior Berri-Strasse 17, 4142 Münchenstein, BL",«Erstbezug nach Sanierung - Ideal für Paare»,"In unserer frisch sanierten Liegenschaft vermieten wir per sofort oder nach Vereinbarung diese grosszügige 2.5-Zimmerwohnung mit folgenden Annehmlichkeiten:- Schöner Eingangsbereich- Moderne und helle Einbauküche mit hochwertiger Ausstattung (AEG-Geräte)- Lichtdurchflutetes Wohnzimmer mit direktem Zugang auf den sonnigen Balkon- Gut geschnittenes Schlafzimmer- Wohn-/ Schlafräume mit Parkettboden, Küche und Nasszelle mit grossformatigem Plattenboden- Exklusives Badezimmer mit Badewanne- Praktisches Reduit- Eigenes Kellerabteil- Waschküche und Ve",Melchior Berri-Strasse 17,4142 Münchenstein,BL,47.5230427,7.6208507,47.5187909,7.6174515,0.5372839256342639
3.5,79,2130,"Allmendgasse 1, 4148 Pfeffingen, BL",«Liegenschaft Blume in Pfeffingen»,,Allmendgasse 1,4148 Pfeffingen,BL,47.4593393,7.5878741,47.4579858,7.589006,0.17289470560069062
2.5,64,1850,"Allmendgasse 1, 4148 Pfeffingen, BL",«Liegenschaft Blume in Pfeffingen»,,Allmendgasse 1,4148 Pfeffingen,BL,47.4593393,7.5878741,47.4579858,7.589006,0.17289470560069062
4.5,132,3150,"Allmendgasse 1, 4148 Pfeffingen, BL",«Liegenschaft Blume in Pfeffingen»,,Allmendgasse 1,4148 Pfeffingen,BL,47.4593393,7.5878741,47.4579858,7.589006,0.17289470560069062
3.5,73,1610,"Holeeholzweg 69, 4102 Binningen, BL",«Feldstecher raus- Panorama geniessen!»,"Direkt am Allschwiler Wald und der Bruderholzhöhe vermieten wir diese Wohnung im obersten Stock. Die Wohnung besticht mit durchdachtem Grundriss und folgender Ausstattung: - Moderne Küche mit Geschirrspüler - Modernes Badezimmer mit Badewanne- Überdachter Balkon mit Blick ins Grüne - Reduit- Lift vorhanden, ein Stockwerk über Treppe erreichbar- Kellerabteil- Waschküche zur gemeinsamen Nutzung (inkl. Tumbler)Ein Autoeinstellplatz (CHF 130.00) kann auf Wunsch dazu gemietet werden. Die grosszügig gestaltete Überbauung Holeeholz liegt erhöht beim A",Holeeholzweg 69,4102 Binningen,BL,47.53830455,7.553573200000001,47.53656,7.570077,1.2540123921171642
3.5,63,1530,"Florastrasse 36, 4127 Birsfelden, BL",«3.5-Zimmerwohnung nähe Hardwald»,"Die Adimmo AG vermietet per sofort oder nach Vereinbarung eine schöne, ruhige 3.5- Zimmerwohnung im 3. OG (ohne Lift). Diese gemütliche Wohnung in der Nähe des Hardwaldes bietet Ihnen folgenden Ausbaustandard: Entrée mit Einbauschrank inkl. GarderobeWohnküche mit Glaskeramikkochfeld, Kühlschrank mit kleinem Gefrierfach & Backofen / offen zu Essbereich und Wohnzimmer geräumiges Wohnzimmer, Parkettboden / direkter Zugang zum Balkonhelles Bad/WC mit Fenster, keramische Bodenplatten2 Schlafzimmer mit Parkettbodensep. KellerSpielplatz & Veloraum vor",Florastrasse 36,4127 Birsfelden,BL,47.5473294,7.6290756,47.5542152,7.6304739,0.7728241939144522
3.5,91,2160,"Ruchholzstrasse 20, 4103 Bottmingen, BL",«Modernes Wohnen an zentraler Lage»,,Ruchholzstrasse 20,4103 Bottmingen,BL,47.5249894,7.5747292,47.5234501,7.5748727,0.1715011726634932
1.0,16,670,"Vogelmattstrasse 7, 4133 Pratteln, BL",«Mitbewohner/In in WG gesucht! Dachwohnung - Nähe Tram/Bahnhof»,,Vogelmattstrasse 7,4133 Pratteln,BL,47.5200761,7.6848788,47.5192013,7.6944741,0.7270866466273516
4.5,103,1950,"Lettenweg 8, 4123 Allschwil, BL",«grosse sonnige 4.5 ZW im 2. OG mit Lift und AEP»,,Lettenweg 8,4123 Allschwil,BL,47.55057355,7.542519405209244,47.5510799,7.5365611,0.45069821613990135
3.0,76,1890,"St.Jakobstr. 60, 4147 Aesch BL, BL",«Gediegen Wohnen im Grünen»,"Diese attraktive 3-Zimmer-Dachwohnung ist per sofort oder nach Vereinbarung verfügbar und weist folgende Ausstattungsmerkmale auf:- Moderne weisse Einbauküche mit Essplatz,  Glaskeramikherd und Geschirrspüler- Bad/WC mit Badewanne- Wohnzimmer sowie alle Schlafzimmer mit Parkettboden- zwei sonnige und grosszügige Balkone- Kellerabteil vorhanden- Grosser UmschwungEinstellplätze können zu je CHF 120.00/ Monat dazugemietet werden.Die Fotos sind Beispielbilder und können vom Original leicht abweichen.- ÖV und Autobahnanschluss in Kürze erreichbar- I",St.Jakobstr. 60,4147 Aesch BL,BL,47.4795542,7.5982799,47.4682447,7.5980395,1.2576888174147236
4.0,96,1734,"Prattlerstr. 10, 4402 Frenkendorf, BL",«MIETEN OHNE KAUTION - Wohnen mit Blick ins Grüne»,"Wir vermieten per sofort oder nach Vereinbarung diese gemütliche Wohnung mit folgendem Ausbaustandard:- Alle Zimmer mit Parkett- Schönes grosses Wohnzimmer mit Dachschräge- Grosses Reduit- Küche mit GWM - Grosses Bad - Waschmaschine und Tumbler im Bad- Balkon- Ruhige Lage- Nähe Zentrum Frenkendorf (Bus, Bahn)In der Umgebung befinden sich diverse Einkaufsmöglichkeiten, die Poststelle und die Bushaltestelle ""Dorfplatz"" sind in Gehdistanz zu erreichen.Wir freuen uns auf Ihre Anfrage.",Prattlerstr. 10,4402 Frenkendorf,BL,47.5036423,7.7129656,47.5028543,7.7138283,0.10898207468387061
2.5,65,1605,"Grienmattweg 4, 4410 Liestal, BL",«Wohnen in der Überbauung WEIERWEG in Liestal»,,Grienmattweg 4,4410 Liestal,BL,47.4868708,7.7347374,47.4839723,7.7347783,0.32231314786899284
2.5,63,1575,"Gasstrasse 16, 4410 Liestal, BL",«Moderne und stilvolle Wohnung mit grosszügigem Balkon»,,Gasstrasse 16,4410 Liestal,BL,47.4859207,7.7326973,47.4839723,7.7347783,0.2671910180015075
3.5,110,2500,"Brachmattstr. 4b, 4144 Arlesheim, BL",«Im Dorfkern von Arlesheim schöne Dachwohnung zu vermieten!»,,Brachmattstr. 4b,4144 Arlesheim,BL,47.4953773,7.6162173,47.4931125,7.6202048,0.3913697052741181
4.5,142,2110,"Im Oberfeld 8, 4434 Hölstein, BL",«GROSSE DACHWOHNUNG - EIGENTUMSSTANDARD»,"Diese grosszügige 4.5-Zimmer Dachwohnung im 3.OG teilt sich wie folgt auf:Grosszügiger Eingangsbereich inkl. Garderobe3 helle SchlafzimmerGrosses Wohnzimmer mit ParkettbodenKüche mit viel Stauraum und grossem Essbereich1 Badezimmer mit Badewanne und Toilette1 Badezimmer mit Dusche und ToiletteWaschmaschine & Tumbler in einem separaten HobbyraumKellerabteilgrosser Balkon mit Blick in die grüne UmgebungLiftParkmöglichkeiten können beliebig dazu gemietet werden.Bitte beachten Sie, dass es sich bei den Bildern um Beispielbilder handelt.Haben wir Ih",Im Oberfeld 8,4434 Hölstein,BL,47.41887255,7.763990388925272,47.4247354,7.7698197,0.7857071229852024
4.5,89,2195,"Lindenstr. 18, 4102 Binningen, BL",«familientauglich!»,,Lindenstr. 18,4102 Binningen,BL,47.5311192,7.569554396469912,47.53656,7.570077,0.6062601870524867
3.0,66,1360,"Gerberstrasse 17, 4410 Liestal, BL",«3-Zimmer-Wohnung in Liestal»,,Gerberstrasse 17,4410 Liestal,BL,47.4861343,7.7354403,47.4839723,7.7347783,0.24549619206327547
3.0,73,1690,"Blütenweg 4, 4102 Binningen, BL",«An ruhiger Lage in Binningen»,,Blütenweg 4,4102 Binningen,BL,47.5399739,7.556863323530969,47.53656,7.570077,1.0620740931567538
4.5,90,1650,"Augsterstrasse 17, 4304 Giebenach, BL","«Schöne 4.5-Zimmer mit Reduit, Keller und Balkon mit Sicht im grünen»",,Augsterstrasse 17,4304 Giebenach,BL,47.5236004,7.7425741,47.523792,7.7453139,0.20682712258251976
2.0,80,1790,"Hauptstrasse 59, 4435 Niederdorf, BL",«Zentrale 2 Zimmer-Wohnung in Niederdorf»,,Hauptstrasse 59,4435 Niederdorf,BL,47.4037297,7.7512234,47.4051418,7.7509654,0.15821433385174694
4.5,125,2140,"Hauptstrasse 2, 4144 Arlesheim, BL",«Wunderschöne und helle 4.5 Zimmer-Dachwohnung im Herzen von Arlesheim»,,Hauptstrasse 2,4144 Arlesheim,BL,47.52294225,7.645559748364606,47.4931125,7.6202048,3.824759391659306
2.5,57,1390,"Leymenstrasse 3, 4107 Ettingen, BL",«2.5-Z'Wohnung mit Balkon und Lift Ettingen»,,Leymenstrasse 3,4107 Ettingen,BL,47.4852209,7.5474948,47.4816164,7.5441378,0.47358198854059735
2.5,55,1350,"4103 Bottmingen, BL",«RUHIG UND DOCH ZENTRAL»,"Diese lichtdurchflutete Wohnung zeichnet sich durch ihre Exklusivität aus. Beim Innenausbau wurden ausschliesslich qualitativ hochwertige Materialien verwendet, viele zusätzliche Details und Highlights sind hier garantiert. Die geräumige Küche sowie der grosszügige Wohnbereich sind nur einige der zahlreichen Vorteile, von welchen Sie profitieren werden. Dieses BETTERHOMES-Angebot zeichnet sich durch folgende Vorteile aus:- hell und freundlich- renoviert- Keller und Estrich - ruhige und doch zentrale Lage- und, und, und ...Interessiert? Kontakti",,4103 Bottmingen,BL,47.52724601754386,7.583102794736843,47.5234501,7.5748727,0.7483562721523584
4.5,108,3200,"Schweizeraustrasse 15, 4132 Muttenz, BL",«Moderne Dachwohnung mit grosser Terrasse»,,Schweizeraustrasse 15,4132 Muttenz,BL,47.5398008,7.62610764751998,47.525113,7.6477401,2.30325484516247
