Rooms,Footage,Rent,address,title,description,street,city,canton,Address_Latitude,Address_Longitude,City_Latitude,City_Longitude,Distance_to_City_Center(km)
2.5,69,1600,"Bahnhofstrasse 12d, 6285 Hitzkirch, LU",«2 1/2-Zimmerwohnung 2.03 im 2.OG»,,Bahnhofstrasse 12d,6285 Hitzkirch,LU,47.2249972,8.2610501,47.2250438,8.2632119,0.16333008989318676
4.5,125,2500,"Wichlernweg 4, 6010 Kriens, LU",«Frisch renovierte helle grosszügige 4 1/2 Zimmer-Wohnung zu vermieten»,,Wichlernweg 4,6010 Kriens,LU,47.0318366,8.271786330822795,47.034146,8.2807994,0.729755861662465
4.0,73,1700,"Südstrasse 5, 6010 Kriens, LU","«4 Zimmerwohnung Kriens, Nachmieter gesucht»",,Südstrasse 5,6010 Kriens,LU,47.0334372,8.267756695436104,47.034146,8.2807994,0.9916017769202335
3.5,75,1000,"Unterdorf 11, 6156 Luthern, LU",«Einfach - Gut - Günstig!»,,Unterdorf 11,6156 Luthern,LU,47.06036315,7.916273776300498,47.075573,7.9195279,1.7091218377896966
5.0,89,1170,"Unterdorf 11, 6156 Luthern, LU",«Gemütlich - Praktisch - Gut!»,,Unterdorf 11,6156 Luthern,LU,47.06036315,7.916273776300498,47.075573,7.9195279,1.7091218377896966
4.5,105,2500,"6030 Ebikon, LU","«Gartenwohnung 4,5 Zimmer»",,,6030 Ebikon,LU,47.083142,8.3420477,47.083142,8.3420477,0.0
1.5,33,1330,"Dorfstrasse 1, 6242 Wauwil, LU",«Komplett möblierte 1 1/2 Zimmerwohnung»,,Dorfstrasse 1,6242 Wauwil,LU,47.1851848,8.0208186,47.184353,8.026173,0.41507947640934545
4.5,106,1790,"Lehnmatteweg 7, 6144 Zell LU, LU","«4.5 Zimmer, 106m2, CHF 1790.-»",,Lehnmatteweg 7,6144 Zell LU,LU,47.1377741,7.921360020244705,47.1380513,7.9227913,0.11256268492454453
3.0,72,1450,"Grosshaslistrasse 15, 6010 Kriens, LU","«3-Zimmer-Wohnung, 1. OG, Grosshaslistrasse 15, 6010 Kriens»",,Grosshaslistrasse 15,6010 Kriens,LU,47.0284248,8.278207070021598,47.034146,8.2807994,0.665816879100528
5.5,108,2500,"Guetrütiweg 16, 6010 Kriens, LU",«Reihen-Einfamilienhaus mit toller Aussicht in Kriens zu vermieten»,,Guetrütiweg 16,6010 Kriens,LU,47.0258529,8.28503134732154,47.034146,8.2807994,0.9763408155292148
1.0,34,920,"Ruopigenstrasse 8, 6015 Luzern, LU",«EINZELZIMMER ZU VERMIETEN!»,Wir vermieten per sofort oder nach Vereinbarung ein Einzelzimmer an der Ruopigenstrasse 8 in Luzern.Die Wohnung verfügt über ein Badezimmer sowie eine Küche.,Ruopigenstrasse 8,6015 Luzern,LU,47.06519,8.281487740091116,47.0505452,8.3054682,2.4396199266591303
4.0,76,1760,"Imfangring 26, 6005 Luzern, LU",«Gemütliche Wohnung in Seenähe»,"Hier lässt es sich wohnenDie Liegenschaft Imfangring 26 liegt im Schönbühlquartier in unmittelbarer Nähe des Einkaufzentrums sowie des Vierwaldstättersees. Es bestehen sehr gute ÖV-Verbindungen ins Stadtzentrum (ca. in 10 Minuten erreichbar). Geniessen Sie hier entspannende Ruhe trotz der zentralen, stadtnahen LageIhr neues Zuhause?Die 4-Zimmerwohnung wurde renoviert und verfügt über einen Parkettboden im Wohnzimmer sowie den Schlafzimmern. Die praktische Küche mit vielen Staumöglichkeiten bietet ein zeitloses Design und ist mit den üblichen Ge",Imfangring 26,6005 Luzern,LU,47.0369974,8.325311,47.0505452,8.3054682,2.1283834418176903
5.0,120,1950,"Hauptstrasse 53, 6260 Reiden, LU",«Mit Balkon in zentraler Lage in Reiden»,,Hauptstrasse 53,6260 Reiden,LU,47.24661055,7.971306340652902,47.2460194,7.9730383,0.14633083486429735
2.5,50,3200,"Maihofstrasse 8, 6004 Luzern, LU","«Erstbezug: Moderne, möbliertes Loft mit Dachterrasse, doppelstöckig»",,Maihofstrasse 8,6004 Luzern,LU,47.0614572,8.30911577522949,47.0505452,8.3054682,1.2444253755496382
3.5,72,1675,"Obermättlistrasse 6, 6015 Luzern, LU","«Helle neuwertige 3.5 Zimmer Wohnung, nähe Seetalplatz»",,Obermättlistrasse 6,6015 Luzern,LU,47.064584100000005,8.282419637408758,47.0505452,8.3054682,2.342093146904405
4.5,115,2275,"6287 Aesch LU, LU",«Geschmackvolle 4.5 Zimmer Wohnung mit Garten und Bergsicht in Aesch»,"Baujahr: 1900Renovation: 2018Wohnfläche: 115 m2Anzahl Parteien im Haus: 4 Weiterführende Informationen, zusätzliche Bilder sowie die vollständige Vermietungsdokumentation finden Sie unter: https://www.immobilienboerse-ag.ch/de/liegenschaft/mieten/4010595 Raumkonzept:UGKellerTrocknungsraum zur gemeinschaftlichen NutzungEigener Wäscheturm 1.OGWohn- und Esszimmer Küche 3 Zimmer Badezimmer Eingang Gang  Diese Liegenschaft zeichnet sich durch folgende",,6287 Aesch LU,LU,47.25748264346847,8.23973905,47.2570523,8.2406691,0.08494952838060106
3.5,86,1830,"Hauptstrasse 37, 6170 Schüpfheim, LU",«Wohnung mit Gartensitzplatz - Wir schenken Ihnen 2 Monatsmietzinse!»,,Hauptstrasse 37,6170 Schüpfheim,LU,46.95046745,8.017030448386183,46.9517174,8.017953,0.15563181311447452
2.0,30,1360,"Heiterweid 17, 6015 Luzern, LU",«Gemütliche 2-Zimmerwohnung in Reussbühl zu vermieten»,,Heiterweid 17,6015 Luzern,LU,47.06031715,8.284756272712354,47.0505452,8.3054682,1.9085623090964834
2.5,43,2000,"Zihlmattweg 44, 6005 Luzern, LU",«Komfortable und moderne 2.5 Zimmerwohnungen mit Terrasse»,,Zihlmattweg 44,6005 Luzern,LU,47.03195135,8.305694065420028,47.0505452,8.3054682,2.0676126259331777
1.5,31,1700,"Zihlmattweg 44, 6005 Luzern, LU",«Moderne und möblierte 1.5 Zimmerwohnungen mit Balkon»,,Zihlmattweg 44,6005 Luzern,LU,47.03195135,8.305694065420028,47.0505452,8.3054682,2.0676126259331777
1.0,25,1600,"Zihlmattweg 44, 6005 Luzern, LU",«Komfortable und praktische Studio Apartments in Luzern»,,Zihlmattweg 44,6005 Luzern,LU,47.03195135,8.305694065420028,47.0505452,8.3054682,2.0676126259331777
4.0,80,1650,"Buchfeldring 3, 6033 Buchrain, LU",«4-Zimmerwohnung in Buchrain»,,Buchfeldring 3,6033 Buchrain,LU,47.0953924,8.355067358972725,47.0957522,8.3497191,0.40682984771280645
4.5,138,3000,"Kantonsstrasse 112, 6234 Triengen, LU",«ATTIKA in Triengen - Wohnfläche 138 m2 / Terrasse 120 m2»,,Kantonsstrasse 112,6234 Triengen,LU,47.24655405,8.070522508001236,47.23778959471744,8.078521834275184,1.146487822356098
3.5,74,1970,"Nidfeldstrasse 2l, 6010 Kriens, LU",«ERSTVERMIETUNG NIDS Ein Ort zum rundum wohlfühlen.»,,Nidfeldstrasse 2l,6010 Kriens,LU,47.0304352,8.2962736,47.034146,8.2807994,1.2432429711790889
1.5,75,1280,"Chilegass 3, 6130 Willisau, LU",«1.5- Zimmerwohnung»,,Chilegass 3,6130 Willisau,LU,47.12020865,7.991682903841994,47.1215184,7.99659,0.39882760289712943
4.5,128,2750,"Burgrain 9, 6248 Alberswil, LU",«Läbe e de Mühli Burgrain - 4 ½-Zemmer-Wohnig em 2. Stock»,,Burgrain 9,6248 Alberswil,LU,47.14243115,7.999155976731879,47.1506183,8.0013407,0.9252412473689671
4.5,99,2750,"Burgrain 9, 6248 Alberswil, LU",«Läbe em Dach vo de Mühli Burgrain - 4 ½-Zemmer-Dachwohnig»,,Burgrain 9,6248 Alberswil,LU,47.14243115,7.999155976731879,47.1506183,8.0013407,0.9252412473689671
2.5,77,960,"Feldmatt 4, 6154 Hofstatt, LU",«Ihre Dachwohnung im Napfgebiet»,,Feldmatt 4,6154 Hofstatt,LU,47.0847647,7.914415047235552,47.0849465,7.9142821,0.022582740162546792
4.5,96,2520,"Nidfeldstrasse 2w, 6010 Kriens, LU",«ERSTVERMIETUNG NIDS Ein Ort zum rundum wohlfühlen.»,,Nidfeldstrasse 2w,6010 Kriens,LU,47.0304352,8.2962736,47.034146,8.2807994,1.2432429711790889
4.5,124,2290,"Schlachtstrasse 5, 6204 Sempach, LU","«Zukunftorientiertes Wohnen - nachhaltig, flexibel und vernetzt»",,Schlachtstrasse 5,6204 Sempach,LU,47.1339852,8.1954583,47.1353737,8.1920262,0.30205605030762084
5.5,120,2250,"Thorenbergstrasse 1, 6014 Luzern, LU",«Zentral im Grünen»,,Thorenbergstrasse 1,6014 Luzern,LU,47.0527196,8.249278792307617,47.0505452,8.3054682,4.263851145257698
2.5,48,3200,"Hertensteinstrasse 14, 6004 Luzern, LU","«Möblierte 2,5-Zimmer-Stadtwohnung mit Balkon»","Suchen Sie eine möblierte Wohnung zentral gelegen in der Stadt Luzern? Dann ist dieses 2,5-Zimmer-Apartment an der Hertensteinstrasse genau das Richtige für Sie. Auf der einen Seite befindet sich die Museggmauer, auf der anderen Seite die beliebte und autofreie Einkaufsmeile Hertensteinstrasse. Sie erreichen das Apartment vom Bahnhof aus innert fünf Minuten zu Fuss.Bei der Liegenschaft «Hertenstein by Harlekin Art» handelt es sich um ein Haus mit Geschichte. Die ehemalige Kaserne und das Zeughaus waren während vieler Jahre das Zuhause der Wächt",Hertensteinstrasse 14,6004 Luzern,LU,47.0536312,8.3069468,47.0505452,8.3054682,0.3609691083777134
3.5,60,1700,"Industriestrasse 15, 6030 Ebikon, LU",«ZENTRAL ABER DENNOCH RUHIG»,,Industriestrasse 15,6030 Ebikon,LU,47.0896408,8.349577949112776,47.083142,8.3420477,0.9204608712569781
4.5,101,1590,"6162 Entlebuch, LU",«Neu sanierte 4½-Zimmer-Mietwohnung im Zentrum von Entlebuch an ruhiger Lage»,,,6162 Entlebuch,LU,46.987183326173714,8.083814750117371,46.9922358,8.0645622,1.5646365011868963
3.5,81,1350,"Weiherstrasse 12, 6234 Triengen, LU",«SCHÖNES ZUHAUSE FÜR DIE FAMILIE»,,Weiherstrasse 12,6234 Triengen,LU,47.23356565,8.079931024443969,47.23778959471744,8.078521834275184,0.48158071656433765
3.5,106,1700,"Hauptstrasse 2, 6280 Hochdorf, LU",«VERBRINGEN SIE GEMÜTLICHE ABENDE VOR DEM CHEMINÉE»,,Hauptstrasse 2,6280 Hochdorf,LU,47.1667297,8.291852500000001,47.1665361,8.2899709,0.14386480817400388
4.5,105,2370,"Waldmatt 38, 6024 Hildisrieden, LU",«Ländlich und zentral»,,Waldmatt 38,6024 Hildisrieden,LU,47.15257695,8.22832875,47.1513607,8.2266792,0.1839820550145367
4.5,91,2100,"Dorfstrasse 17, 6044 Udligenswil, LU",«Gartenwohnung - seltene Gelegenheit»,,Dorfstrasse 17,6044 Udligenswil,LU,47.08788155,8.399523323117897,47.091036,8.399689,0.3509830316258311
3.5,82,1720,"Hauptstrasse 37, 6170 Schüpfheim, LU",«Erstbezug im Entlebuch - Wir schenken Ihnen 2 Monatsmietzinse!»,,Hauptstrasse 37,6170 Schüpfheim,LU,46.95046745,8.017030448386183,46.9517174,8.017953,0.15563181311447452
1.0,15,1200,"Tribschenstrasse 24, 6006 Luzern, LU",«Modernes und möbliertes Apartment»,,Tribschenstrasse 24,6006 Luzern,LU,47.0434065,8.313048973082191,47.0505452,8.3054682,0.979801536109269
4.5,102,1500,"Bühl 5, 6147 Altbüron, LU",«4.5 Zi. Maisonette Wohnung»,,Bühl 5,6147 Altbüron,LU,47.18114465,7.884500499142059,47.1816,7.88263,0.15016051722976645
2.5,60,1680,"6034 Inwil, LU","«MÖBLIERT, TEMPORÄR: 2½ ZI-WOHNUNG IN INWIL (LU)»",,,6034 Inwil,LU,47.12428012010869,8.351980329891305,47.1220031,8.3508443,0.2673844591497806
1.0,54,1050,"Hauptstrasse 37, 6170 Schüpfheim, LU",«geräumige Singelwohnung»,,Hauptstrasse 37,6170 Schüpfheim,LU,46.95046745,8.017030448386183,46.9517174,8.017953,0.15563181311447452
3.5,85,1650,"Brand 1, 6205 Eich, LU","«3,5-Zimmer-Wohnung in Eich LU zu vermieten»",,Brand 1,6205 Eich,LU,47.16530875,8.16859883705695,47.1515249,8.1691162,1.5331932907154309
3.5,91,2050,"Hitzkircherstrasse 16, Gelfingen, 6285 Hitzkirch, LU",«Attraktive 3 1/2-Zimmerwohnung»,,Hitzkircherstrasse 16,Gelfingen,"6285 Hitzkirch, LU",47.2199038,8.2644359,47.2144081,8.2661787,0.6251091218924817
2.5,48,1300,"Spitalstrasse 23, 6110 Wolhusen, LU","«2,5 Zimmer Mietwohnunng»",,Spitalstrasse 23,6110 Wolhusen,LU,47.0676874,8.0729117,47.0580138,8.0725617,1.0759818909752579
3.5,130,1980,"6004 Luzern, LU",«Attika-Wohnung»,,,6004 Luzern,LU,47.055663932156136,8.304241850929367,47.0505452,8.3054682,0.5767098899375446
3.5,77,1249,"Menznauerstrasse 24, 6110 Wolhusen, LU",«Frisch renovierte heimelige Wohnung im Dorfkern»,,Menznauerstrasse 24,6110 Wolhusen,LU,47.06043145,8.073719572424121,47.0580138,8.0725617,0.2827768830296679
4.0,64,1100,"Feldmoos 26, 6182 Escholzmatt, LU","«gemütliche, ruhige 4-Zimmer-Wohnung»",,Feldmoos 26,6182 Escholzmatt,LU,46.92529655,7.955228166902668,46.9140785,7.9348793,1.9860660287676353
3.5,105,1950,"Spyr 17, 6017 Ruswil, LU",«Zu vermieten Dachwohnung mit Cheminée»,,Spyr 17,6017 Ruswil,LU,47.08189915,8.126414530659952,47.0839416,8.126227,0.22755352419088617
1.0,12,600,"cheerstrasse 2, 6014 Luzern, LU",«WG. Zimmer in Einfamilinhaus Bett und Büro inkl.»,,cheerstrasse 2,6014 Luzern,LU,47.05129835,8.259041242588559,47.0505452,8.3054682,3.5184168926479775
4.5,82,1500,"Hartolfingen 6, 6463 Bürglen UR, UR",«Charmante Wohnung inmitten der Urner Bergwelt»,"Neben der schönen Lage am Schächen und mit toller Bergsicht, bietet diese Wohnung folgende Annehmlichkeiten:ffene Küche mit Glaskeramikkochfeld, Backofen, Kühlschrank mit separatem Gefrierschrank und GeschirrspülerGrosser, offener Wohn-, EssbereichEinbauschrank mit Garderobe und Hutablage im FlurBodenbelag in Gang / Küche / Bad: PlattenBodenbelag in Zimmern: ParkettGrosser, sonniger Balkon mit SüdausrichtungOptional: Eine Garagenbox oder ein Aussenparkplatz kann dazu gemietet werden.",Hartolfingen 6,6463 Bürglen UR,UR,46.8741218,8.65854076875971,46.8750762,8.6633076,0.3775605828058025
1.0,17,890,"Schützengasse 3, 6460 Altdorf UR, UR","«möbl. Zimmer mit TV, WLAN etc. im Zentrum von Altdorf zu vermieten»",,Schützengasse 3,6460 Altdorf UR,UR,46.8815302,8.644472239088202,46.8820732,8.6413922,0.24175162183563498
3.5,90,2070,"6467 Schattdorf, UR",«FRISCH RENOVIERT MIT BALKON»,"Diese Wohnung wurde komplett frisch renoviert und befindet sich an einer ruhigen und sonnigen Lage. Der Grundriss ist ideal und modern gehalten und bietet Ihnen eine helle geschlossene Küche, die mit den neusten Geräten und Materialien ausgestattet wurde. Vom Wohnzimmer oder von der Küche aus gelangen Sie auf den 10 m² grossen, gedeckten Balkon mit schöner Weitsicht. Dieses BETTERHOMES-Angebot zeichnet sich durch folgende Vorteile aus:- komplett neu renoviert - heller Vinylboden- Einbauschrank im Gang mit Garderobe - geschlossene Küche- geräumi",,6467 Schattdorf,UR,46.86314658876051,8.651206200105042,46.86314658876051,8.651206200105042,0.0
3.5,90,1920,"6467 Schattdorf, UR",«NEU RENOVIERT MIT BALKON»,Dieses Objekt befindet sich in einem ruhigen und sonnigen Wohnquartier mit guter Anbindung an ÖV und Infrastruktur. Die Wohnung wird zurzeit frisch gestrichen und das Badezimmer wird modernisiert. Der Grundriss ist ideal eingeteilt und bietet Ihnen eine Wohnküche mit direktem Zugang auf den Balkon. Geniessen Sie den herrlichen Ausblick auf Ihrem Balkon auf die umliegenden Berge. Dieses BETTERHOMES-Angebot zeichnet sich durch folgende Vorteile aus:- Laminat im Wohnbereich und den Zimmern- Einbauschrank mit Garderobe im Gang- geschlossene Küche-,,6467 Schattdorf,UR,46.86314658876051,8.651206200105042,46.86314658876051,8.651206200105042,0.0
4.5,100,1800,"6460 Altdorf UR, UR","«FAMILIENFREUNDLICH, MIT GARTENSITZPLATZ»","Dieses Objekt befindet sich in einem familienfreundlichen Wohnquartier mit guter Anbindung an ÖV und Infrastruktur. Der Grundriss ist optimal eingeteilt und bietet Ihnen eine Wohnküche und ein Cheminée im Wohnbereich. Der grosse Gartensitzplatz, zum Teil gedeckt, lädt zum Verweilen ein. Haustiere nicht erlaubt. Dieses BETTERHOMES-Angebot zeichnet sich durch folgende Vorteile aus:- Natur-Fussboden in den Schlafzimmern- Keramikplatten im Wohnbereich und in der Küche- Einbauschränke- Cheminée im Wohnzimmer- grosser Gartensitzplatz- Garage für CHF",,6460 Altdorf UR,UR,46.87901854761905,8.641133509806696,46.8820732,8.6413922,0.3402304310135435
2.5,45,1180,"6482 Gurtnellen, UR","«MODERN, AN RUHIGER LAGE»","Dieses Objekt liegt an ruhiger, zentraler Lage und bietet Ihnen einen unbeschwerten, erholsamen Rückzugsort. Die Wohnung überzeugt mit einem offenen Wohn- und Essbereich, einer gut ausgestatteten Küche und einem pflegeleichten Plattenboden. Das Objekt inmitten imposanter Bergwelt bietet Ihnen Wandern, Biken oder einfach die Natur zum Geniessen gleich vor der Haustür an. Auf Wunsch kann die Wohnung auch möbliert gemietet werden.Dieses BETTERHOMES-Angebot zeichnet sich durch folgende Vorteile aus:- offenes Wohn-/Esszimmer- gut ausgestattete Küche",,6482 Gurtnellen,UR,46.7376202,8.6281646,46.7376202,8.6281646,0.0
3.5,101,1650,"Spitalstrasse 4c, 6460 Altdorf UR, UR",«Wohnen mit Stil und viel Platz - Ihr neues Zuhause in Altdorf»,,Spitalstrasse 4c,6460 Altdorf UR,UR,46.88346575,8.635688613854215,46.8820732,8.6413922,0.46030442321629744
4.0,81,1300,"Bärenbodenweg 15, 6472 Erstfeld, UR",«4-Zimmer-Wohnung mit Weitsicht»,,Bärenbodenweg 15,6472 Erstfeld,UR,46.8194976,8.65333220184774,46.8215088,8.6499636,0.34016116589292883
2.5,45,1260,"6482 Gurtnellen, UR","«MODERN UND RUHIG GELEGEN, IM ERSTBEZUG»","Dieses Erstbezugsobjekt liegt an ruhiger, zentraler Lage und bietet Ihnen einen unbeschwerten, erholsamen Rückzugsort. Die Wohnung überzeugt durch einen offenen Wohn- und Essbereich, einer gut ausgestatteten Küche und einem pflegeleichten Plattenboden. Das Objekt inmitten imposanter Bergwelt bietet Ihnen das Wandern, Biken oder einfach die Natur zu geniessen vor der Haustür an. Auf Wunsch kann die Wohnung auch möbliert gemietet werden.Dieses BETTERHOMES-Angebot zeichnet sich durch folgende Vorteile aus:- Erstbezug- offenes Wohn-/Esszimmer- gut",,6482 Gurtnellen,UR,46.7376202,8.6281646,46.7376202,8.6281646,0.0
4.0,120,2000,"Dätwylerstrasse 8, 6460 Altdorf UR, UR",«Lichtdurchflutet dank Morgen- und Abendsonne»,"4-ZIMMERWOHNUNG IM 1.OG- neu sanierte Wohnung (Malerarbeiten und Parkettarbeiten)- zwei Balkone zum Verweilen. Perfekt für Geniesser der Morgen- und Abendsonne- lichtdurchflutete Wohnung- moderner Parkett- und Plattenboden- grosszügige, helle Küche mit V-ZUG Küchengeräten- separates Gäste-WC- praktischer Geschirrspüler und Glaskeramikherd- Lift für barrierefreier Zugang zu Keller und Gemeinschaftswaschküche im UG- Gartenanlage zur MitbenutzungLAGE- umgeben von Bergen und nahe am Vierwaldstättersee - Einkaufsmöglichkeiten und Restaurants in weni",Dätwylerstrasse 8,6460 Altdorf UR,UR,46.87901665,8.645981358733714,46.8820732,8.6413922,0.4870026245347899
1.5,36,1450,"Gütschgasse, 6490 Andermatt, UR",«Studio Apartment im Haus Eisvogel mit grosszügigen Gemeinschaftsflächen & Spa»,,Gütschgasse,6490 Andermatt,UR,46.6400119,8.5906956,46.6340499,8.5948148,0.7337585883669019
3.5,87,1700,"Dätwylerstrasse 8, 6460 Altdorf UR, UR",«Erstvermietung - Dachwohnung mit charmanten Sichtbalken»,"3.5-ZIMMERWOHNUNG 4. OG- Aufstockung Gebäude 2023- Dachwohnung mit rustikalen, schönen Holzbalken- lichtdurchflutete Wohnung mit topmoderner Ausstattung - direkter Wohnungszugang mit dem Lift - moderner Parkett- und Plattenboden- grosszügige, helle Küche mit neuen V-ZUG Küchengeräten- praktischer Induktionsherd und Kombisteamer- Keller und Gemeinschaftswaschküche im UG- Gartenanlage zur MitbenutzungLAGE- umgeben von Bergen und nahe am Vierwaldstättersee - Einkaufsmöglichkeiten und Restaurants in wenigen Minuten erreichbar- 3 min Gehweg zur näch",Dätwylerstrasse 8,6460 Altdorf UR,UR,46.87901665,8.645981358733714,46.8820732,8.6413922,0.4870026245347899
3.5,96,1750,"Dätwylerstrasse 8, 6460 Altdorf UR, UR",«Erstvermietung - topmoderne Gartenwohnung»,,Dätwylerstrasse 8,6460 Altdorf UR,UR,46.87901665,8.645981358733714,46.8820732,8.6413922,0.4870026245347899
4.0,102,1990,"Rathausplatz 7, 6460 Altdorf UR, UR","«4 Zi-Altbauwhg. am Rathausplatz, als WG geeignet»",,Rathausplatz 7,6460 Altdorf UR,UR,46.8819691,8.64449190920454,46.8820732,8.6413922,0.23586846034759926
6.5,110,2540,"Gotthardstrasse 86, 6460 Altdorf UR, UR",«Stilvolles Wohnen»,,Gotthardstrasse 86,6460 Altdorf UR,UR,46.8715277,8.650632455033557,46.8820732,8.6413922,1.3668562068666688
4.5,81,1775,"Sternenmatt 18, 6423 Seewen SZ, SZ",«Familienfreundliche Wohnung im Zentrum von Seewen»,"Wir vermieten per 01.07.2023 diese familienfreundliche 4.5 Zimmer-Wohnung an der Stermenmatt 18 in 6423 Seewen. Die Wohnung bietet Ihnen folgende Vorzüge:- Voll ausgestattete Küche mit modernen Küchengeräte- Laminat im gesamten Wohnbereich sowie in den Schlafzimmern- Bad/WC mit Badewanne- Grosser BalkonEs können Garagenboxen für monatlich CHF 125.00 oder Aussenparkplätze für CHF 80.00 dazugemietet werden. Öffentliche Verkehrsmittel, Einkaufsmöglichkeiten und Schulen befinden sich in unmittelbarer Nähe. **Bilder sind nicht objektspezifisch, zeig",Sternenmatt 18,6423 Seewen SZ,SZ,47.02954265,8.632150753898518,47.0266215,8.6321766,0.3248229673786313
5.5,152,2525,"Kastanienrain 4A, 6440 Brunnen, SZ",«5 1/2 Zi.Wohnung 152 m2 BGF Brunnen»,,Kastanienrain 4A,6440 Brunnen,SZ,47.00163055,8.592609275092894,46.9940439,8.6054085,1.286019909715123
2.5,74,1835,"Huobstrasse 4, 8808 Pfäffikon SZ, SZ",«Modernes Wohnen in der Nähe des Zürichsees»,"Wir sind auf der Suche nach neuen Mietern für diese moderne und grosszügige 2.5-Zimmerwohnung, die Ihnen unter anderem den folgenden Ausbaustandard zu bieten hat:- Parkettboden in allen Wohnräumen- Küche mit Glaskeramikherd- und Geschirrspüler- Badezimmer/WC - mit Doppellavabo- eigener Waschturm- Gartensitzplatz- Kellerabteil Bei den Fotos handelt es sich um Musterfotos, die lediglich den Ausbaustandard darstellen und vom tatsächlichen Grundriss abweichen können. Einstellplätze in der Tiefgarage können auf Wunsch für CHF 150.00 pro Monat separa",Huobstrasse 4,8808 Pfäffikon SZ,SZ,47.2008799,8.780488774137318,47.1987641,8.7921305,0.9104621532971859
3.0,73,1763,"Aeschstrasse 6, 8834 Schindellegi, SZ",«Wohnen im Grünen»,"Wir vermieten per 1. Juli 2023 helle 3.0Zimmer-Wohnung in der ruhigen Überbauung Aesch in Schindellegi.Die Wohnung verfügt über folgende Highlights: - Küche mit modernen Einbaugeräten, Glaskeramikkochfeld und Natursteinabdeckung - Zwei Schlafzimmer mit Eichen-Parkettböden- Badezimmer mit Lavabo und Badewanne- Sonniger Balkon mit Seesicht- Einbauschrank in Korridor- Eigenes Kellerabteil - Waschmaschine und Tumbler zur Mitbenützung - Nähe Bushaltestelle ""Aesch""- Abstellplatz für CHF 50.00 / Monat verfügbar- Garagenbox für CHF 140.00 / Monat verfü",Aeschstrasse 6,8834 Schindellegi,SZ,47.1822431,8.7064244,47.175612,8.7112027,0.8210381080044992
2.0,58,1480,"Aeschstrasse 3, 8834 Schindellegi, SZ","«Gemütliche, moderne Wohnung für Singles und Paare»","Wir vermieten per 01.06.2023 oder nach Vereinbarung eine 2.0 Zimmer-Wohnung im 1. Obergeschoss in Schindelleg.Diese Vorzüge überzeugen:- Küche mit modernen Einbaugeräten, Glaskeramikkochfeld und Natursteinabdeckung - Schlafzimmer mit Eichen-Parkettböden- Bad/WC mit Lavabo und Badewanne- Sonniger Balkon- Einbauschrank in Korridor- Eigenes Kellerabteil - Waschmaschine und Tumbler zur Mitbenützung - Nähe Bushaltestelle ""Aesch""- Abstellplatz für CHF 50.00 / Monat verfügbar- Garagenbox für CHF 130.00 / Monat verfügbar**Bitte beachten Sie, dass es si",Aeschstrasse 3,8834 Schindellegi,SZ,47.1807603,8.70419514259434,47.175612,8.7112027,0.7798949893070986
3.5,64,1960,"Türlihof 4, 6414 Oberarth, SZ","«Neuwertige, charmante 3 1/2 - Zimmer-Wohnung mit Piff in Oberarth»",,Türlihof 4,6414 Oberarth,SZ,47.0571186,8.534508035406038,47.0542976,8.5371458,0.3719219824631323
3.5,86,1900,"Gerbestrasse 8b, 8840 Einsiedeln, SZ",«Wohnen an idyllischer Wohnlage»,"Per sofort oder nach Vereinbarung vermieten wir diese 3.5-Zimmerwohnung in Einsiedeln.Diese Wohnung bietet Ihnen folgende Annehmlichkeiten:- Wohn- und Schlafzimmer sowie Küche mit Parkettboden- Badezimmer mit pflegeleichtem Plattenboden- Grosszügige Schlafzimmer- Küche mit Glaskeramikherd, Geschirrspüler, Backofen und Stauraum für Ihre Küchenutensilien- Badezimmer mit WC, Doppellavabo, Spiegelschrank und Badewanne- Korridor mit praktischer Garderobe für einen einladenden Eingangsbereich- Balkon für gemütliche Sonnenstunden- Eigenes Kellerabteil",Gerbestrasse 8b,8840 Einsiedeln,SZ,47.1318604,8.7499319,47.1286095,8.7500299,0.36155960258442776
4.5,82,2080,"Neugüetli 15, 8806 Bäch SZ, SZ",«Sanierte 4.5 Zimmerwohnung zu vermieten»,,Neugüetli 15,8806 Bäch SZ,SZ,47.2036526,8.73386719829957,47.2008535,8.7271845,0.5930908638766575
2.5,60,1640,"Rotbachstrasse 2, 8835 Feusisberg, SZ",«ruhige 2 1/2-Zimmer-Wohnung mit viel Charme und eigenem Gartensitzplatz»,,Rotbachstrasse 2,8835 Feusisberg,SZ,47.1870872,8.7513299,47.1867433,8.7486302,0.20756665315561793
5.0,125,3100,"6410 Goldau, SZ","«CHARMANT UND HEIMELIG, MIT SCHÖNEM GARTEN»","Dieses Objekt befindet sich sehr ruhig gelegen in einem schönen, begrünten Wohnquartier mit gutem Anschluss an ÖV und Infrastruktur. Das Haus hat 4 Etagen und bietet Ihnen eine geschlossene Küche, Wohnstube und Esszimmer, drei geräumige Schlafzimmer und einen Hobbyraum. Die Balkone und der grosse Garten mit verschiedenen Sitzplätzen, Rasen und Blumen laden zum Verweilen ein. Haustiere erlaubt. Dieses BETTERHOMES-Angebot zeichnet sich durch folgende Vorteile aus:- Parkett im Ess- und Wohnzimmer - geschlossene Küche - Hobbyraum mit Fenster und se",,6410 Goldau,SZ,47.051219,8.5507758,47.051219,8.5507758,0.0
